Block,Month,Year,Season,TotalLegalsRetained,MeanCPUE,TotalShorts,MeanDepth,MaxDepth,MeanNightsInWater,TotalTrapsPulled
765,11,2014,2014-15,961,0.517652317,82,58.94736842,100,3.947368421,2650
801,11,2014,2014-15,1024,0.391457532,3433,40.18965517,60,3.034482759,3198
807,11,2014,2014-15,734,0.282116863,3561,61.47727273,100,3.522727273,2690
813,11,2014,2014-15,1351,0.498220636,470,52.1875,70,4,2710
821,11,2014,2014-15,1149,0.414094789,4314,42.09433962,170,2.962264151,3145
822,11,2014,2014-15,1309,0.421363282,6722,42.734375,90,2.96875,3710
842,11,2014,2014-15,1414,0.380503311,8260,65.21568627,180,3.401960784,3937
849,11,2014,2014-15,1051,0.911611973,NA,114.0909091,180,2.909090909,1258
850,11,2014,2014-15,806,0.998442292,16215,113.8888889,180,NA,1145
860,11,2014,2014-15,18778,0.383533477,NA,63.11805556,200,NA,50900
867,11,2014,2014-15,1480,0.820600302,6775,99,140,2.470588235,2494
877,11,2014,2014-15,1905,0.697767204,3965,51.42857143,70,5.678571429,2701
651,12,2014,2014-15,76,0.231793372,69,47.77777778,120,4.333333333,313
652,12,2014,2014-15,857,0.372437994,NA,60.51219512,120,3.780487805,2492
653,12,2014,2014-15,2288,0.454660125,2812,55.0375,120,5.3125,4979
654,12,2014,2014-15,3978,0.622268175,4271,51.63114754,100,3.926229508,6515
655,12,2014,2014-15,862,0.767828768,930,47.1875,80,3.875,1144
664,12,2014,2014-15,246,0.337677848,474,42,60,3.3,809
665,12,2014,2014-15,1876,0.47369616,2804,47.40298507,96,NA,4320
680,12,2014,2014-15,3055,0.481563421,4349,95.78125,180,5.125,6042
681,12,2014,2014-15,1278,0.601370731,2217,69.31818182,110,4.590909091,2240
683,12,2014,2014-15,903,0.519795067,NA,45,85,NA,2021
684,12,2014,2014-15,3045,1.184854233,NA,91.36363636,160,4.272727273,2816
685,12,2014,2014-15,3719,1.126016622,NA,80.44117647,120,5.25,3392
686,12,2014,2014-15,892,0.924358952,NA,69.6,100,6.84,941
687,12,2014,2014-15,1321,1.045509365,NA,81.5625,110,4.8125,1411
688,12,2014,2014-15,3068,0.840248592,582,64.60784314,90,5.490196078,3560
689,12,2014,2014-15,2589,0.694343849,NA,65.41176471,90,4.490196078,3761
708,12,2014,2014-15,2940,0.604489304,2357,67.09090909,120,5.163636364,5356
709,12,2014,2014-15,1393,0.934924352,NA,51.51162791,90,6.348837209,1633
710,12,2014,2014-15,1193,0.886941596,264,50.76923077,90,5.641025641,1437
711,12,2014,2014-15,1617,0.899382293,289,60.2,90,6.2,1762
712,12,2014,2014-15,1517,0.609820142,NA,62.375,85,5.166666667,1986
719,12,2014,2014-15,6196,0.389685033,5938,75.01075269,185,NA,16483
720,12,2014,2014-15,3110,0.647233716,7664,78.28723404,150,3.35106383,4977
737,12,2014,2014-15,503,0.320374118,NA,81.68965517,180,NA,1457
738,12,2014,2014-15,1291,0.252775496,3141,47.62365591,110,3.64516129,4201
739,12,2014,2014-15,277,0.30252192,255,50.26315789,90,4.684210526,650
740,12,2014,2014-15,156,0.160871296,85,102.875,120,3.6875,946
756,12,2014,2014-15,2197,0.209165338,NA,39.75423729,80,NA,10205
757,12,2014,2014-15,2076,0.235772085,NA,42.51327434,100,NA,8130
762,12,2014,2014-15,1029,0.3635294,2825,58.84615385,160,4.769230769,4900
765,12,2014,2014-15,1094,1.097054597,47,82,100,4.4,1062
801,12,2014,2014-15,834,0.392308371,NA,49.91304348,180,3.760869565,2812
807,12,2014,2014-15,634,0.379061791,4037,85.64285714,200,4,1907
813,12,2014,2014-15,1563,0.487545752,NA,60.625,125,4.208333333,3090
821,12,2014,2014-15,905,0.405974311,2360,49.42105263,100,3.315789474,2405
822,12,2014,2014-15,646,0.305481841,NA,56.31481481,180,3.074074074,2733
842,12,2014,2014-15,784,0.368545588,NA,81.94827586,180,4.103448276,2085
849,12,2014,2014-15,384,0.731070208,1322,118.125,210,NA,650
850,12,2014,2014-15,784,1.049369205,10187,145.5555556,240,NA,977
860,12,2014,2014-15,9774,0.326250282,NA,73.67466267,225,NA,32191
867,12,2014,2014-15,925,0.604097668,4704,132.75,240,NA,1799
878,12,2014,2014-15,278,0.587425595,NA,72,120,3.6875,549
652,1,2015,2014-15,396,0.321014408,424,70.17241379,150,3.689655172,1476
653,1,2015,2014-15,935,0.26209732,2083,47.53968254,120,4.079365079,3880
654,1,2015,2014-15,2517,0.429106403,3849,54.20930233,220,NA,6462
664,1,2015,2014-15,177,0.221875175,289,47.70833333,85,3.666666667,862
665,1,2015,2014-15,1403,0.380982555,2032,40.42253521,80,3.85915493,4376
680,1,2015,2014-15,2106,0.389459284,2542,109.2,210,4.2,4763
681,1,2015,2014-15,1897,0.49674151,3540,68.33333333,210,NA,3817
683,1,2015,2014-15,482,0.285835137,684,52.27272727,120,4,1755
684,1,2015,2014-15,2220,0.844001239,191,119,170,4.84,2942
685,1,2015,2014-15,2165,0.532253129,NA,82.7816092,140,4.954022989,4224
686,1,2015,2014-15,300,0.303509848,NA,81.94444444,110,6.444444444,916
687,1,2015,2014-15,1137,0.719395105,NA,91.48780488,120,5.365853659,1838
688,1,2015,2014-15,2080,0.585540778,NA,66.51785714,110,5.535714286,3825
689,1,2015,2014-15,2407,0.587931779,NA,73.16666667,100,5.074074074,3966
708,1,2015,2014-15,2534,0.388428055,2904,71.7037037,115,NA,6778
709,1,2015,2014-15,684,0.664995601,NA,52.35714286,100,NA,1268
710,1,2015,2014-15,1117,0.853512536,NA,56.625,160,5.75,1472
711,1,2015,2014-15,1979,0.691067748,NA,66.52631579,100,NA,3171
712,1,2015,2014-15,1207,0.468243303,NA,76.37931034,90,6.172413793,2037
719,1,2015,2014-15,2766,0.229034394,3348,82.72,190,NA,14064
720,1,2015,2014-15,967,0.330085822,2658,77.73333333,150,3.56,3035
738,1,2015,2014-15,573,0.120188704,2129,48.38636364,125,NA,3653
739,1,2015,2014-15,199,0.176609175,151,49.73076923,60,4.384615385,737
740,1,2015,2014-15,272,0.24817497,NA,105.7407407,130,3.888888889,1065
756,1,2015,2014-15,1033,0.138698661,10156,37.40243902,60,NA,6510
757,1,2015,2014-15,602,0.089524691,NA,43.66233766,160,NA,5204
762,1,2015,2014-15,851,0.203481288,2221,59.85294118,140,5.441176471,4821
765,1,2015,2014-15,1007,0.875274896,69,83.5,120,5.1,1071
801,1,2015,2014-15,632,0.361386994,1822,40.14285714,60,3.171428571,2385
807,1,2015,2014-15,429,0.281312799,2489,94.25925926,160,6.037037037,1794
813,1,2015,2014-15,1442,0.469731832,NA,66.45833333,85,4.458333333,3020
821,1,2015,2014-15,534,0.380778755,3172,48.38709677,190,3.193548387,1565
822,1,2015,2014-15,415,0.306524013,3452,52.52941176,180,2.588235294,1891
842,1,2015,2014-15,430,0.310298831,NA,83.19148936,180,3.531914894,1460
850,1,2015,2014-15,439,0.874376473,NA,167.0833333,240,3.416666667,583
860,1,2015,2014-15,4218,0.204189667,NA,86.61790393,220,NA,20873
867,1,2015,2014-15,307,0.821616923,807,179,240,NA,327
877,1,2015,2014-15,359,0.288650665,920,55,60,3.857142857,1181
897,1,2015,2014-15,724,0.731866842,198,105,170,3.25,920
652,2,2015,2014-15,47,0.137414966,149,54.28571429,70,3.428571429,443
653,2,2015,2014-15,377,0.265836436,1211,45.86206897,80,NA,1615
654,2,2015,2014-15,1517,0.47171443,2000,59.46666667,200,NA,3828
664,2,2015,2014-15,47,0.232166667,41,43.5,50,3.4,236
665,2,2015,2014-15,848,0.232080214,1755,36.07142857,60,4.160714286,3842
681,2,2015,2014-15,1989,0.454366599,2810,159.2727273,250,4.727272727,3846
683,2,2015,2014-15,224,0.303853518,NA,49.73684211,75,5.578947368,685
684,2,2015,2014-15,1258,0.729550341,NA,115.7142857,200,5,2076
685,2,2015,2014-15,1577,0.541067511,NA,89.05797101,170,5.043478261,3305
686,2,2015,2014-15,224,0.576737634,63,83.5,130,6.8,446
687,2,2015,2014-15,573,0.611058885,NA,89.82142857,150,5.25,1074
688,2,2015,2014-15,2214,0.567485107,NA,57.84090909,110,5.068181818,3484
689,2,2015,2014-15,1617,0.438280816,NA,64.58695652,90,4.391304348,3416
708,2,2015,2014-15,1084,0.262273028,NA,67.31111111,130,NA,4228
709,2,2015,2014-15,380,0.502875329,NA,67.67857143,150,5.928571429,874
710,2,2015,2014-15,751,0.861065781,NA,56.2,80,6.48,857
711,2,2015,2014-15,846,0.574358261,200,64.63157895,100,6.105263158,1568
712,2,2015,2014-15,813,0.494575632,NA,60.52631579,90,4.789473684,1383
719,2,2015,2014-15,1540,0.207567362,1708,83.28947368,150,3.315789474,9823
720,2,2015,2014-15,739,0.324433911,2997,82.94642857,150,3.125,2456
738,2,2015,2014-15,910,0.276762715,2944,47.1686747,110,NA,2587
739,2,2015,2014-15,122,0.215972222,NA,49.11111111,60,4,406
740,2,2015,2014-15,312,0.572474914,394,109.2857143,120,3.642857143,505
756,2,2015,2014-15,885,0.189474262,8405,35.12195122,40,NA,3663
757,2,2015,2014-15,782,0.222263527,5539,47.7173913,65,NA,2777
762,2,2015,2014-15,355,0.172854231,1484,48.5,180,4.366666667,2202
801,2,2015,2014-15,407,0.332512077,2016,40,180,NA,1317
807,2,2015,2014-15,579,0.504002309,2863,116.6,160,3.96,1472
813,2,2015,2014-15,957,0.378720053,332,63.40909091,80,4.545454545,2625
821,2,2015,2014-15,436,0.392867965,2876,31.59090909,55,2.5,1075
822,2,2015,2014-15,617,0.391458918,4687,89.17142857,180,2.514285714,1584
842,2,2015,2014-15,425,0.412851137,3349,116.8333333,190,3.033333333,1134
860,2,2015,2014-15,1657,0.206025728,NA,86.307393,220,NA,9466
654,3,2015,2014-15,270,0.378465667,577,56,220,6.52,717
681,3,2015,2014-15,1162,0.620954687,NA,136.9230769,250,NA,1700
684,3,2015,2014-15,575,1.048769495,81,124,160,NA,605
685,3,2015,2014-15,704,0.836172367,523,78.66666667,150,4.7,1054
687,3,2015,2014-15,610,0.975093336,154,62.14285714,130,NA,902
688,3,2015,2014-15,1164,0.784256099,522,31.37037037,90,3.777777778,1816
689,3,2015,2014-15,773,0.660657059,370,54.61904762,90,5.142857143,1194
708,3,2015,2014-15,474,0.363337018,692,46.25,130,4.25,1278
709,3,2015,2014-15,276,0.753820631,NA,61.66666667,150,6.666666667,417
710,3,2015,2014-15,395,1.190285983,130,43.33333333,70,8.083333333,408
711,3,2015,2014-15,393,0.824929098,NA,52.09090909,100,5.727272727,517
712,3,2015,2014-15,189,0.94025,43,42,60,5.6,228
719,3,2015,2014-15,510,0.29301337,NA,94.16666667,160,NA,2550
720,3,2015,2014-15,103,0.218827211,NA,81,160,NA,910
738,3,2015,2014-15,336,0.264964943,1265,45.5,100,NA,1120
739,3,2015,2014-15,64,0.379924243,NA,50.33333333,60,4,142
756,3,2015,2014-15,237,0.130759674,3164,35.38888889,40,4,1762
757,3,2015,2014-15,152,0.163000007,1560,42.7,60,NA,999
807,3,2015,2014-15,266,0.728046219,1466,123.4615385,160,3.769230769,506
813,3,2015,2014-15,540,0.372741174,NA,66.25,85,NA,1665
822,3,2015,2014-15,148,0.360384517,1097,102.7777778,180,2.222222222,435
860,3,2015,2014-15,294,0.246352839,4075,87.26530612,200,NA,1353
651,10,2015,2015-16,314,0.475007974,241,25.90909091,50,3,723
652,10,2015,2015-16,2380,0.595026261,3111,41.0625,90,3.0625,4539
653,10,2015,2015-16,4113,0.556408658,4060,31.54411765,90,2.867647059,8218
654,10,2015,2015-16,4952,0.586755435,4845,29.9109589,70,3.095890411,9457
655,10,2015,2015-16,2533,0.694010593,2198,28.78205128,60,NA,3574
664,10,2015,2015-16,1231,0.58524583,NA,40.8,45,NA,1924
665,10,2015,2015-16,4260,0.770165032,4943,36.03125,55,2.984375,5848
680,10,2015,2015-16,2704,0.605975262,5096,59.84,100,NA,4000
681,10,2015,2015-16,2706,0.770542266,3673,49.55555556,100,NA,3628
683,10,2015,2015-16,1340,0.41136883,NA,45.42424242,100,NA,3226
684,10,2015,2015-16,2924,0.768414937,456,54.57692308,120,3.115384615,3633
685,10,2015,2015-16,2753,0.763175699,NA,60,145,3.01369863,3922
686,10,2015,2015-16,326,0.867926883,55,50,70,5.230769231,422
688,10,2015,2015-16,1773,0.551038261,334,34.73809524,80,3.285714286,3145
689,10,2015,2015-16,816,0.566432987,178,35.30434783,72,3.391304348,1443
708,10,2015,2015-16,2866,0.519471897,1979,38.25,100,NA,5826
709,10,2015,2015-16,889,0.820235886,224,47.04,85,3.4,1216
710,10,2015,2015-16,810,0.615180095,319,32.5625,60,3.21875,1227
711,10,2015,2015-16,667,0.385587521,198,31.82352941,60,3.058823529,1782
712,10,2015,2015-16,859,0.603404985,67,36.07142857,50,3.428571429,1593
719,10,2015,2015-16,7447,0.602564112,11207,63.96391753,140,3.056701031,13341
720,10,2015,2015-16,2744,0.791386904,7381,64.36904762,150,2.892857143,3867
737,10,2015,2015-16,1325,0.813637241,NA,63.93939394,130,3.181818182,1686
738,10,2015,2015-16,2345,0.284101226,9738,41.32978723,69,NA,6778
739,10,2015,2015-16,83,0.45968254,166,42.7,100,2.9,168
756,10,2015,2015-16,5711,0.411162271,NA,40.40145985,60,3.167883212,12438
757,10,2015,2015-16,4830,0.476887257,NA,42.152,140,NA,10060
761,10,2015,2015-16,1597,0.487385812,8521,46.8,120,2.98,3765
762,10,2015,2015-16,1566,0.627319296,4823,51.34615385,180,4,3522
765,10,2015,2015-16,512,0.325311688,NA,36.81818182,50,NA,1569
801,10,2015,2015-16,579,0.512063243,5091,40.48387097,180,2.580645161,1478
807,10,2015,2015-16,468,0.388044272,5391,42.42857143,150,2.657142857,1540
813,10,2015,2015-16,727,0.557464778,202,57.5,120,4.6,1448
814,10,2015,2015-16,337,0.464797009,91,60.55555556,85,4.444444444,663
821,10,2015,2015-16,1861,0.461144267,12898,42.45283019,180,3.132075472,4120
822,10,2015,2015-16,2002,0.519661867,16105,42.13157895,170,3.157894737,4351
842,10,2015,2015-16,1512,0.426039977,14737,53.82352941,180,3.023529412,3703
849,10,2015,2015-16,488,0.507915772,4487,111.5625,180,NA,1241
850,10,2015,2015-16,790,1.162887131,11311,115,180,3.333333333,1034
860,10,2015,2015-16,35355,0.665133617,NA,64.01361257,200,NA,58270
877,10,2015,2015-16,2155,0.825200202,3575,55.47619048,85,3.666666667,2584
878,10,2015,2015-16,722,0.912884766,2645,58.33333333,80,3.444444444,766
651,11,2015,2015-16,135,0.276374547,103,58.125,150,4.625,537
652,11,2015,2015-16,1172,0.361641946,2663,55.58333333,120,3.633333333,3753
653,11,2015,2015-16,1665,0.395945085,NA,48.04123711,100,NA,4698
654,11,2015,2015-16,2828,0.33858559,4532,39.125,150,NA,10084
655,11,2015,2015-16,1150,0.31074246,2136,31.98666667,60,NA,3808
664,11,2015,2015-16,481,0.297121677,437,41.22580645,95,3.935483871,1699
665,11,2015,2015-16,1848,0.64015616,2649,39.38888889,60,4.074074074,4584
680,11,2015,2015-16,1461,0.267941208,1873,89.67741935,150,4.129032258,5633
681,11,2015,2015-16,1189,0.43492537,1499,68.33333333,150,4.476190476,2673
683,11,2015,2015-16,731,0.298252802,845,51.29032258,145,4,2667
684,11,2015,2015-16,3357,1.072828491,238,100.3846154,150,3.653846154,4017
685,11,2015,2015-16,3160,0.578901047,NA,77.26190476,145,4.214285714,4977
686,11,2015,2015-16,327,0.417814364,78,59.54545455,70,5.636363636,925
687,11,2015,2015-16,414,0.661605507,72,56,80,NA,781
688,11,2015,2015-16,1719,0.418985546,352,56.61111111,80,5.185185185,3687
689,11,2015,2015-16,884,0.436017022,227,58.21621622,80,5.405405405,2013
708,11,2015,2015-16,1716,0.347872113,1297,56.97959184,130,NA,5540
709,11,2015,2015-16,679,0.422778338,NA,55.85365854,100,5.146341463,1750
710,11,2015,2015-16,1117,0.634238922,351,46.52173913,90,4.391304348,1909
711,11,2015,2015-16,1067,0.498312412,279,45.35294118,71,5.058823529,1968
712,11,2015,2015-16,1139,0.356511064,117,55.84848485,258,5.393939394,3090
719,11,2015,2015-16,2242,0.210350688,NA,76.8172043,258,3.532258065,12132
720,11,2015,2015-16,1490,0.479743106,2633,70.72857143,150,3.814285714,4162
737,11,2015,2015-16,896,0.403717607,1637,68.0952381,135,NA,2199
738,11,2015,2015-16,1292,0.246915533,4479,43.92079208,100,NA,5441
739,11,2015,2015-16,129,0.190500441,86,54.61111111,100,3.555555556,531
740,11,2015,2015-16,318,0.275644956,1803,100,120,3.666666667,1127
756,11,2015,2015-16,2208,0.175487333,23782,38.29824561,70,3.894736842,11389
757,11,2015,2015-16,2291,0.259910789,13490,43.55244755,200,NA,9799
761,11,2015,2015-16,262,0.222539997,1838,42.25806452,90,3.548387097,2350
762,11,2015,2015-16,1125,0.227467026,2893,54.01388889,180,3.541666667,5549
765,11,2015,2015-16,1153,0.636499149,197,58.75,100,NA,2552
801,11,2015,2015-16,399,0.258845895,2863,50.45454545,180,3.181818182,1900
807,11,2015,2015-16,310,0.321883919,3348,81.125,200,2.9375,1365
813,11,2015,2015-16,2559,0.51243226,1130,70,130,NA,5111
814,11,2015,2015-16,1411,0.502514452,474,74.58333333,120,5.25,2714
821,11,2015,2015-16,1040,0.504804056,NA,50.78947368,180,3.289473684,2332
822,11,2015,2015-16,1083,0.305245633,6893,42.76811594,150,3.405797101,3592
829,11,2015,2015-16,164,0.934677386,1833,130.7142857,180,4.285714286,184
842,11,2015,2015-16,496,0.308367605,4256,58.58333333,180,3.783333333,1677
849,11,2015,2015-16,316,0.744401817,830,161.4285714,180,3.285714286,427
850,11,2015,2015-16,391,0.920672602,5741,116.2222222,180,4.222222222,409
860,11,2015,2015-16,16744,0.363084565,NA,65.56947608,200,NA,48112
867,11,2015,2015-16,233,0.837880782,3777,113.125,160,NA,278
877,11,2015,2015-16,2187,0.573169302,4885,54.55882353,70,4,3571
652,12,2015,2015-16,610,0.342105206,NA,74.46428571,120,3.535714286,2014
653,12,2015,2015-16,2008,0.345390087,NA,58.14102564,160,NA,4929
654,12,2015,2015-16,2174,0.397556381,NA,42.18390805,100,5.057471264,5258
655,12,2015,2015-16,550,0.391979531,694,42.93103448,70,4.103448276,1422
665,12,2015,2015-16,1167,0.392948388,1638,42.3030303,75,4.333333333,2887
680,12,2015,2015-16,3133,0.593042813,2760,104.2307692,125,4.5,4475
681,12,2015,2015-16,1592,0.653037919,1582,88.88888889,150,4.888888889,2060
683,12,2015,2015-16,553,0.338017472,NA,53.20588235,90,5.058823529,1624
684,12,2015,2015-16,5547,1.778287553,NA,113.3703704,160,5.074074074,3466
685,12,2015,2015-16,3579,0.677194749,1221,93.98550725,250,4.811594203,4503
686,12,2015,2015-16,551,0.399551192,128,75,130,7.21875,1280
687,12,2015,2015-16,897,0.689271244,223,75.22727273,100,5.090909091,1218
688,12,2015,2015-16,4562,0.897476154,NA,73.85507246,105,5.927536232,4926
689,12,2015,2015-16,2118,0.872759864,537,75.5952381,100,5.761904762,2694
707,12,2015,2015-16,729,1.839853044,NA,80.4,150,5,541
708,12,2015,2015-16,1892,0.503252844,1178,64.55813953,180,5.813953488,5014
709,12,2015,2015-16,477,0.716714101,255,78.15789474,150,7.052631579,867
710,12,2015,2015-16,1310,0.610550335,395,61.19565217,110,NA,2095
711,12,2015,2015-16,1828,0.701309264,NA,63.04651163,100,NA,2707
712,12,2015,2015-16,1593,0.609395423,NA,62.67857143,100,6.285714286,2309
719,12,2015,2015-16,2650,0.203242241,2763,80.06878307,140,3.386243386,13469
720,12,2015,2015-16,1444,0.603868964,3804,83.33333333,180,3.91025641,2989
737,12,2015,2015-16,1489,0.600593561,1645,70.52272727,143,3.590909091,2013
738,12,2015,2015-16,797,0.234884061,1817,59.3125,160,3.666666667,3970
739,12,2015,2015-16,99,0.163508598,163,54.79166667,100,3.958333333,601
740,12,2015,2015-16,611,0.481658594,831,113,150,3.8,1067
756,12,2015,2015-16,1387,0.153563574,11793,39.3877551,60,3.867346939,8238
757,12,2015,2015-16,785,0.144717977,4687,52.79166667,150,3.885416667,5396
762,12,2015,2015-16,1878,0.507737736,1441,76.21212121,240,NA,4724
765,12,2015,2015-16,427,0.459322949,197,82.1875,240,4.25,1794
801,12,2015,2015-16,376,0.313794584,1837,65.32,220,2.84,1111
807,12,2015,2015-16,305,0.370884259,1161,98.46153846,200,3.076923077,1352
813,12,2015,2015-16,2606,0.540605546,NA,81.36363636,130,5.568181818,4719
814,12,2015,2015-16,1374,0.532382664,NA,96.11111111,130,5.833333333,2103
821,12,2015,2015-16,673,0.609414752,2893,93.18181818,215,3,965
842,12,2015,2015-16,402,0.388269841,2649,66.44444444,180,3.755555556,1098
849,12,2015,2015-16,379,0.660466247,1113,166.8181818,240,4.363636364,707
860,12,2015,2015-16,8148,0.282400402,NA,72.87848933,220,NA,30926
867,12,2015,2015-16,397,1.134052185,3521,139,210,5.3,639
877,12,2015,2015-16,1276,0.361786422,4295,66.23809524,150,3.833333333,3700
653,1,2016,2015-16,1127,0.388839086,1322,75.74074074,150,4.444444444,3446
654,1,2016,2015-16,2752,0.582202387,3081,62.82894737,150,4.710526316,5136
655,1,2016,2015-16,166,0.347049042,278,48.33333333,60,4.533333333,557
665,1,2016,2015-16,610,0.227145611,1094,41.12903226,60,4.322580645,2732
680,1,2016,2015-16,1059,0.344449558,919,112.2857143,250,5.80952381,2370
681,1,2016,2015-16,4154,1.00294592,3016,173.6956522,300,5.304347826,3006
683,1,2016,2015-16,512,0.388529666,540,67.4,150,7.44,1366
684,1,2016,2015-16,2937,1.503986893,251,156.6666667,200,6.428571429,2270
685,1,2016,2015-16,1750,0.481684946,1325,96.58333333,260,5.866666667,3369
686,1,2016,2015-16,239,0.267995213,59,81.30434783,110,6.434782609,735
687,1,2016,2015-16,806,0.848260292,304,91.5,120,5.5,923
688,1,2016,2015-16,3166,0.930609644,NA,87.35185185,135,5.666666667,3513
689,1,2016,2015-16,2205,0.868027256,728,90.59090909,120,5.363636364,2617
702,1,2016,2015-16,780,0.797270845,547,201.7391304,250,3.869565217,1044
708,1,2016,2015-16,1740,0.472762984,1418,67.31818182,130,5.5,4476
709,1,2016,2015-16,635,0.959744436,332,77.375,160,6.8125,853
710,1,2016,2015-16,629,0.758028204,192,79.44444444,165,7.703703704,849
711,1,2016,2015-16,2625,1.355899042,600,78.5,100,6.705882353,2076
712,1,2016,2015-16,1637,0.927239818,NA,87.11538462,120,6.076923077,1836
719,1,2016,2015-16,4555,0.276569065,6100,83.51412429,170,3.497175141,14940
720,1,2016,2015-16,1216,0.549761114,3897,98.01282051,250,3.551282051,2893
737,1,2016,2015-16,854,0.653050322,1468,95.625,180,4.45,1243
738,1,2016,2015-16,1396,0.322008377,3058,68.89247312,195,NA,3517
739,1,2016,2015-16,116,0.194654882,220,62.61111111,100,3.888888889,444
740,1,2016,2015-16,503,0.551057426,2436,131.3333333,180,3.933333333,869
756,1,2016,2015-16,488,0.145775622,4806,39.09756098,50,3.951219512,2884
757,1,2016,2015-16,1534,0.310538484,6250,77.71,210,NA,4043
762,1,2016,2015-16,1899,0.771708766,691,125.2380952,300,3.595238095,2829
765,1,2016,2015-16,1508,1.489907479,119,122.625,175,NA,948
801,1,2016,2015-16,397,0.670763999,984,89.68181818,180,3.045454545,941
807,1,2016,2015-16,289,0.370995786,1074,137.0833333,250,3.291666667,1265
813,1,2016,2015-16,1998,0.571043096,670,84.14285714,130,5.142857143,3588
814,1,2016,2015-16,1865,0.497367761,690,118,240,5.2,3438
821,1,2016,2015-16,592,0.607235759,2216,121.3043478,180,3.217391304,930
842,1,2016,2015-16,616,0.463492904,3117,98.11111111,180,3.888888889,1589
849,1,2016,2015-16,103,0.580794504,637,188.75,240,3.75,175
860,1,2016,2015-16,3777,0.291707668,34426,80.49739583,250,NA,14318
877,1,2016,2015-16,384,0.278584334,1319,85.90909091,120,3.909090909,1487
878,1,2016,2015-16,173,0.445039682,337,122.8571429,155,3.714285714,490
653,2,2016,2015-16,709,0.656337987,752,94.35897436,160,4.435897436,1650
654,2,2016,2015-16,1527,0.473383367,2418,75.15151515,140,5.090909091,3823
655,2,2016,2015-16,38,0.416725146,102,61.66666667,80,4.833333333,99
680,2,2016,2015-16,171,0.173979272,268,141.3636364,190,5.909090909,801
683,2,2016,2015-16,396,0.343019166,NA,74.5,150,8.15,1204
684,2,2016,2015-16,2248,1.072522127,263,166.8,230,5.6,2310
685,2,2016,2015-16,1259,0.544227126,951,96.69230769,250,5.430769231,2850
686,2,2016,2015-16,211,0.294730192,78,78,100,6.25,624
687,2,2016,2015-16,237,0.427053142,160,90.41666667,120,4.916666667,577
688,2,2016,2015-16,2401,0.69377405,598,87.16981132,140,5.924528302,3446
689,2,2016,2015-16,1420,0.691845768,546,79.81395349,120,5.395348837,2493
702,2,2016,2015-16,674,0.52954597,NA,207.3214286,280,NA,1764
708,2,2016,2015-16,898,0.277786313,1134,67.40816327,160,5.510204082,3640
709,2,2016,2015-16,465,0.593939808,202,110.4736842,190,6.263157895,859
710,2,2016,2015-16,535,0.689184723,167,91.66666667,200,6.366666667,820
711,2,2016,2015-16,1397,0.76870518,357,79.33333333,100,6.533333333,1821
712,2,2016,2015-16,1358,0.818029369,254,88.04347826,100,6.347826087,1750
719,2,2016,2015-16,1950,0.234302863,5096,78.16153846,200,3.538461538,9748
720,2,2016,2015-16,634,0.313594075,2834,107.6708861,280,NA,2431
738,2,2016,2015-16,353,0.108370875,1755,62.79787234,160,NA,2843
757,2,2016,2015-16,488,0.250463531,3771,62.58333333,220,NA,1820
762,2,2016,2015-16,503,0.486353206,107,101.875,300,4.125,1360
765,2,2016,2015-16,580,1.49688447,72,147.5,200,NA,340
802,2,2016,2015-16,180,0.173998936,578,44.11764706,55,3.764705882,985
813,2,2016,2015-16,855,0.371058823,371,89.23076923,130,4.884615385,2307
814,2,2016,2015-16,1398,0.686219032,341,143.6206897,240,4.896551724,2253
821,2,2016,2015-16,533,0.419219649,2582,128.0357143,210,3.607142857,1179
822,2,2016,2015-16,294,0.33728539,1576,82.47619048,180,3.476190476,879
842,2,2016,2015-16,413,0.254073484,3694,90,180,3.924528302,1530
850,2,2016,2015-16,178,0.945288045,1122,188.5714286,240,3.428571429,164
860,2,2016,2015-16,1477,0.228771839,NA,73.61827957,220,3.838709677,6379
867,2,2016,2015-16,85,0.444693464,2854,116,180,2.875,251
653,3,2016,2015-16,390,0.997712203,376,83.63636364,140,5.272727273,479
654,3,2016,2015-16,1073,0.955328408,1346,81.96428571,140,5,1151
684,3,2016,2015-16,846,1.162041741,70,173.75,240,5.375,645
685,3,2016,2015-16,576,0.750484252,356,103.5714286,250,6.095238095,821
686,3,2016,2015-16,209,0.868511032,30,70,90,8.8,183
688,3,2016,2015-16,777,0.982334715,115,83.68421053,110,6.105263158,786
689,3,2016,2015-16,751,1.374281507,87,69.61538462,100,5.461538462,590
702,3,2016,2015-16,309,0.715541126,235,206.8181818,225,3.454545455,589
703,3,2016,2015-16,92,0.516319445,60,212.5,230,4.25,126
708,3,2016,2015-16,405,0.332458057,559,57.75,170,NA,1084
709,3,2016,2015-16,522,3.370600375,49,166,190,7,160
710,3,2016,2015-16,396,1.228642489,66,85.07142857,150,8.285714286,314
711,3,2016,2015-16,858,1.557487832,97,70.73333333,100,7.666666667,564
712,3,2016,2015-16,575,1.282677145,86,74.22222222,100,7.111111111,421
719,3,2016,2015-16,814,0.664841139,1479,77.20588235,150,3.411764706,1633
720,3,2016,2015-16,170,0.418685937,764,112.6923077,180,3.846153846,565
738,3,2016,2015-16,278,0.278397539,NA,54.66037736,160,NA,1095
757,3,2016,2015-16,303,0.5383188,NA,78.46153846,150,NA,487
762,3,2016,2015-16,253,0.691414141,50,82.22222222,180,3.555555556,455
